0, 23, 17, 28, 19, 32, 22, 56, 48, 27, 53
23, 0, 9, 38, 9, 5, 16, 51, 17, 16, 33
17, 9, 0, 33, 10, 12, 15, 45, 30, 18, 44
28, 38, 33, 0, 26, 30, 24, 38, 27, 19, 53
19, 9, 10, 26, 0, 11, 7, 38, 24, 12, 41
32, 5, 12, 30, 11, 0, 27, 45, 17, 16, 29
22, 16, 15, 24, 7, 27, 0, 36, 21, 9, 47
56, 51, 45, 38, 38, 45, 36, 0, 23, 33, 67
48, 17, 30, 27, 24, 17, 21, 23, 0, 11, 33
27, 16, 18, 19, 12, 16, 9, 33, 11, 0, 38
53, 33, 44, 53, 41, 29, 47, 67, 33, 38, 0
